Brand Name,Generic Name,Number of Manufacturers,Year,Total Spending,Total Dosage Units,Total Claims,"Total 
Beneficiaries",Average Spending Per Dosage Unit (Weighted),"Average 
Spending Per Claim","Average 
Spending Per Beneficiary","Outlier 
Flag",Change in Average Spending Per Dosage Unit (2021-2022),Annual Growth Rate in Average Spending Per Dosage Unit (2018-2022)
Humira(Cf) Pediatric Crohn'S,Adalimumab,1,2019,527033.75,102,34,21,5167,15500.99,25096.85,0,,
Humira(Cf) Pen,Adalimumab,1,2019,1205499315,457270,183509,32174,2636.3,6569.16,37468.12,0,,
Humira(Cf) Pen Crohn'S-Uc-Hs,Adalimumab,1,2019,43047254.66,8134,2712,2579,5292,15872.88,16691.45,0,,
Humira(Cf) Pen Psor-Uv-Adol Hs,Adalimumab,1,2019,27218091.79,7697,2567,2509,3536.19,10603.07,10848.18,0,,
Humulin 70-30,Insulin NPh Hum/Reg Insulin Hm,1,2019,158716767.3,12026385,388578,75518,13.2,408.46,2101.71,1,,
Humulin 70/30 Kwikpen,Insulin NPh Hum/Reg Insulin Hm,1,2019,93660208.79,3586404,123958,27604,26.12,755.58,3392.99,1,,
Humulin N,Insulin NPh Human Isophane,1,2019,130035663.8,16164867,473628,115868,8.04,274.55,1122.27,0,,
Humulin N Kwikpen,Insulin NPh Human Isophane,1,2019,54296023.02,3146446,121091,32824,17.26,448.39,1654.16,0,,
Humulin R,"Insulin Regular, Human",1,2019,66232553.69,6641352,316854,87122,9.97,209.03,760.23,0,,
Humulin R U-500,"Insulin Regular, Human",1,2019,107737315.9,1456718,51637,9976,73.96,2086.44,10799.65,0,,
Humulin R U-500 Kwikpen,"Insulin Regular, Human",1,2019,206782026.5,2203220,127039,21697,93.85,1627.71,9530.44,0,,
Hydralazine HCl*,Hydralazine HCl,15,2019,96925276.69,729570047,5314797,1191767,0.13,18.24,81.33,0,,
Hydrea,Hydroxyurea,1,2019,80881.42,59606,759,176,1.36,106.56,459.55,0,,
Hydrochlorothiazide,Hydrochlorothiazide,19,2019,104893823.5,1214374862,17877335,4839171,0.09,5.87,21.68,0,,
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,19,2019,447014318.9,1662472512,22579762,5709148,0.28,19.8,78.3,0,,
Hydrocodone-Chlorpheniramne ER,Hydrocodone/Chlorphen P-Stirex,1,2019,9323.31,23188,134,102,0.4,69.58,91.41,0,,
Hydrocodone-Homatropine Mbr,Hydrocodone Bit/Homatrop Me-Br,2,2019,3050.39,24652,149,239,0.12,20.47,12.76,0,,
Hydrocodone-Ibuprofen,Hydrocodone/Ibuprofen,4,2019,4055126.34,6331238,83891,24211,0.61,48.34,167.49,0,,
Hydrocortisone Butyrate,Hydrocortisone Butyrate,5,2019,11553088.04,4453487,28493,14719,2.91,405.47,784.91,0,,
Hydrocortisone Butyrate,Hydrocortisone Butyrate/Emoll,2,2019,2393567.27,513848,3671,2436,4.65,652.02,982.58,0,,
Hydrocortisone Valerate,Hydrocortisone Valerate,5,2019,8664541.69,4201516,70220,39939,2.1,123.39,216.94,0,,
Hydrocortisone*,Hydrocortisone,13,2019,32543325.59,120484124,1777895,940799,0.3,18.3,34.59,0,,
Hydrocortisone-Acetic Acid,Hydrocortisone/Acetic Acid,2,2019,2412703.39,259223,24000,19735,9.31,100.53,122.26,0,,
Hydrocortisone-Pramoxine,Hydrocortisone/Pramoxine,1,2019,383371.1,102004,3111,2188,3.76,123.23,175.22,0,,
Hydromet,Hydrocodone Bit/Homatrop Me-Br,1,2019,5891.58,43863,254,163,0.13,23.2,36.14,0,,
Hydromorphone ER,Hydromorphone HCl,2,2019,7527377.12,787230,20038,4014,9.49,375.66,1875.28,0,,
Hydromorphone HCl,Hydromorphone HCl/PF,5,2019,440610.48,198448,1759,192,2.2,250.49,2294.85,0,,
Hydromorphone HCl*,Hydromorphone HCl,7,2019,18432131.21,77540058,925117,225031,0.22,19.92,81.91,0,,
Hydroxychloroquine Sulfate,Hydroxychloroquine Sulfate,17,2019,214249304.1,182960341,1977759,453817,1.17,108.33,472.11,0,,
Hydroxyprogesterone Caproate,Hydroxyprogesterone Caproat/PF,4,2019,1296558.67,2083,538,206,621.58,2409.96,6293.97,0,,
Hydroxyurea,Hydroxyurea,6,2019,16276489.71,33328056,427768,83159,0.49,38.05,195.73,0,,
Hydroxyzine HCl*,Hydroxyzine HCl,12,2019,50184531.53,194322519,2625529,870646,0.27,19.11,57.64,0,,
Hydroxyzine Pamoate,Hydroxyzine Pamoate,9,2019,12331850.91,78820824,1067985,337427,0.16,11.55,36.55,0,,
Hyoscyamine Sulfate ER,Hyoscyamine Sulfate,3,2019,27687.93,42480,492,119,0.65,56.28,232.67,0,,
Hyoscyamine Sulfate*,Hyoscyamine Sulfate,5,2019,1533461.48,3184773,41274,22036,0.48,37.15,69.59,0,,
Hyqvia,"IgG/Hyaluronidase,Recombinant",1,2019,13800573,748166,2473,211,18.43,5580.5,65405.56,0,,
Hysingla ER,Hydrocodone Bitartrate,1,2019,37071353.54,2189232,73628,12961,16.92,503.5,2860.22,0,,
Hyzaar,Losartan/Hydrochlorothiazide,2,2019,2848233.73,581093,10068,2490,4.93,282.9,1143.87,0,,
IV Prep Wipes,Alcohol Antiseptic Pads,1,2019,1464.18,4540,47,19,0.32,31.15,77.06,0,,
IVermectin*,IVermectin,5,2019,3864596.77,781315,76030,53434,4.14,50.83,72.32,0,,
Ibandronate Sodium*,Ibandronate Sodium,9,2019,41464742.67,1447690,672870,188129,28.52,61.62,220.41,1,,
Ibrance,Palbociclib,1,2019,1826116446,3127039,150204,21126,583.97,12157.58,86439.29,0,,
Ibu,Ibuprofen,1,2019,5586853.19,47587623,692764,433775,0.12,8.06,12.88,0,,
Ibuprofen,Ibuprofen,22,2019,53379721.82,435602463,6099121,2880544,0.12,8.75,18.53,0,,
Icatibant,Icatibant Acetate,5,2019,14412480.41,5247,413,214,2746.8,34897.05,67348.04,0,,
Iclusig,Ponatinib HCl,1,2019,78355626.47,137325,3197,531,570.61,24509.11,147562.39,0,,
Idhifa,Enasidenib Mesylate,1,2019,57551678.72,65495,2121,506,878.68,27134.22,113738.5,0,,
Ilaris,Canakinumab/PF,1,2019,15141638.79,920,614,103,16457.3,24660.65,147006.2,0,,
Ilumya,Tildrakizumab-Asmn,1,2019,7814170.59,572,557,225,13661.14,14029.03,34729.65,0,,
Imatinib Mesylate,Imatinib Mesylate,13,2019,352809908.3,4416767,99512,12789,96.43,3545.4,27586.98,0,,
Imbruvica,Ibrutinib,1,2019,2439968991,7977266,206107,25473,363.42,11838.36,95786.48,0,,
Imfinzi,Durvalumab,1,2019,7803690.71,21312,980,147,364.51,7962.95,53086.33,0,,
Imipenem-Cilastatin Sodium,Imipenem/Cilastatin Sodium,4,2019,2991731.64,2527780,9800,2674,1.2,305.28,1118.82,0,,
Imipramine HCl,Imipramine HCl,6,2019,6373518.98,24257291,265246,52359,0.26,24.03,121.73,0,,
Imipramine Pamoate,Imipramine Pamoate,2,2019,3991520.38,536339,7804,1825,8.34,511.47,2187.13,0,,
Imiquimod,Imiquimod,6,2019,10242842.6,2910357,165414,111137,3.68,61.92,92.16,0,,
Imitrex,Sumatriptan,1,2019,286648.13,3585,345,93,79.9,830.86,3082.24,0,,
Imitrex*,Sumatriptan Succinate,1,2019,6957583.96,83227,5722,1245,111.13,1215.94,5588.42,0,,
Imovax Rabies Vaccine,"Rabies Vacc, Human Diploid/PF",1,2019,78818.54,234,211,102,336.83,373.55,772.73,0,,
Impavido,Miltefosine,1,2019,625705.29,1092,14,12,572.99,44693.24,52142.11,1,,
Imuran,Azathioprine,1,2019,591833.35,84739,824,179,6.98,718.24,3306.33,0,,
Imvexxy,Estradiol,1,2019,1567977.9,71300,6062,2363,21.97,258.66,663.55,0,,
Inbrija,Levodopa,1,2019,11738370.92,717720,5469,2427,16.36,2146.35,4836.58,0,,
Incassia,Norethindrone,1,2019,660.18,1008,32,11,0.65,20.63,60.02,0,,
Incontrol Pen Needle,"Pen Needle, Diabetic",2,2019,523988.56,2645546,21043,8166,0.2,24.9,64.17,0,,
Incruse Ellipta,Umeclidinium Bromide,1,2019,550842944.7,48703701,1329557,278071,11.31,414.31,1980.94,0,,
Indapamide,Indapamide,3,2019,6303784.28,21468626,306206,101093,0.29,20.59,62.36,0,,
Inderal La,Propranolol HCl,1,2019,13825858.57,225613,3143,605,60.91,4398.94,22852.66,0,,
Inderal XL,Propranolol HCl,1,2019,875472.69,14806,232,82,59.14,3773.59,10676.5,0,,
Indocin*,Indomethacin,1,2019,166054.15,1221,24,167,160.21,6918.92,994.34,0,,
Indomethacin,Indomethacin,6,2019,3397208.99,16053833,261090,141498,0.21,13.01,24.01,0,,
Indomethacin ER,Indomethacin,4,2019,1026177.34,1208402,21611,10565,0.85,47.48,97.13,0,,
Infanrix DTaP,"Diph,Pertuss(Acell),Tet Ped/PF",1,2019,21289.57,365,443,407,61.75,48.06,52.31,0,,
Inflectra,Infliximab-Dyyb,1,2019,2659014.26,2981,514,135,891.99,5173.18,19696.4,0,,
Ingrezza,Valbenazine Tosylate,1,2019,571226455.2,2627143,85799,13260,217.71,6657.73,43078.92,0,,
Ingrezza Initiation Pack,Valbenazine Tosylate,1,2019,2474231.98,10280,366,356,240.68,6760.2,6950.09,0,,
Inlyta,Axitinib,1,2019,163902064,964616,11167,2780,209.77,14677.36,58957.58,0,,
Innopran XL,Propranolol HCl,1,2019,3041310.24,51680,758,197,58.84,4012.28,15438.12,0,,
Inpen (For Humalog),"Insulin Pen,Reusable,Bt Lispro",1,2019,229692.26,334,279,259,687.7,823.27,886.84,0,,
Inpen (For Novolog Or Fiasp),"Insulin Pen,Reusable,Bt,Aspart",1,2019,156630.02,231,188,173,678.05,833.14,905.38,0,,
Inrebic,Fedratinib Dihydrochloride,1,2019,8016117.81,44872,435,215,178.64,18427.86,37284.27,0,,
Inspra,Eplerenone,1,2019,652491.66,59308,743,161,11,878.19,4052.74,0,,
Insulin Lispro,Insulin Lispro,1,2019,8870538.44,622834,38693,17903,14.24,229.25,495.48,0,,
Insulin Lispro Kwikpen U-100,Insulin Lispro,1,2019,21924067.51,1212082,81762,38883,18.09,268.14,563.85,0,,
Insulin Pen Needle,"Pen Needle, Diabetic",1,2019,6333.83,28739,266,130,0.22,23.81,48.72,0,,
Insulin Syringe,"Syrge-Ndl,Ins 0.3 Ml Half Mark",1,2019,839088.85,2966097,21013,8633,0.28,39.93,97.2,0,,
Insulin Syringe,"Syring-Needl,Disp,Insul,0.3 Ml",12,2019,7278069.74,30494013,225923,88396,0.24,32.21,82.33,0,,
Insulin Syringe,"Syringe And Needle,Insulin,1ml",18,2019,19391364.58,78168050,619985,226703,0.25,31.28,85.54,0,,
Insulin Syringe,"Syringe,Insulin,Needless 1 Ml",1,2019,1017.3,6343,96,58,0.16,10.6,17.54,0,,
Insulin Syringe,"Syringe-Needle,Insulin,0.5 Ml",14,2019,16842746.09,67985680,506070,177016,0.25,33.28,95.15,0,,
Insulin Syringe U-500,"Syringe,Insul U-500,Ndl,0.5ml",1,2019,315424.57,1019332,7508,2547,0.31,42.01,123.84,0,,
Insumed,"Syring-Needl,Disp,Insul,0.3 Ml",1,2019,4449.52,13900,187,58,0.32,23.79,76.72,0,,
Insupen,"Pen Needle, Diabetic",2,2019,224476.42,739153,5712,2181,0.3,39.3,102.92,0,,
Intelence,Etravirine,1,2019,80134280.11,3770486,54149,6403,22.07,1479.88,12515.11,0,,
Intralipid,Fat Emulsions,1,2019,7816501.32,48821977,30923,1397,0.16,252.77,5595.2,0,,
Intrarosa,Prasterone (Dhea),2,2019,3589584.44,498679,13470,4717,7.2,266.49,760.99,0,,
Intron A,"Interferon Alfa-2b,Recomb.",1,2019,3227078.43,19901,3644,801,166.95,885.59,4028.81,0,,
Intuniv,Guanfacine HCl,1,2019,191547.29,19278,480,85,9.94,399.06,2253.5,0,,
Invanz*,Ertapenem Sodium,1,2019,3510857.31,132439,5127,2710,26.51,684.78,1295.52,1,,
Invega,Paliperidone,1,2019,128024985,2869583,90125,11220,45.11,1420.53,11410.43,0,,
Invega Sustenna,Paliperidone Palmitate,1,2019,1249854888,681051,547532,66152,1835.07,2282.71,18893.68,0,,
Invega Trinza,Paliperidone Palmitate,1,2019,364310546.6,116838,54508,16289,3117.54,6683.62,22365.43,0,,
Inveltys,Loteprednol Etabonate,1,2019,2460128.41,28862,9715,6752,85.24,253.23,364.36,0,,
Invirase,Saquinavir Mesylate,1,2019,2205327.18,213773,1789,199,10.32,1232.72,11082.05,0,,
Invokamet,Canagliflozin/Metformin HCl,1,2019,40568822.01,4900900,51911,12529,8.28,781.51,3237.99,0,,
Invokamet XR,Canagliflozin/Metformin HCl,1,2019,17550325.68,2115878,24693,6224,8.29,710.74,2819.78,0,,
Invokana,Canagliflozin,1,2019,486292668,29557392,586272,143982,16.45,829.47,3377.45,0,,
Iopidine,Apraclonidine HCl,1,2019,85417.06,3023,155,92,29.65,551.08,928.45,0,,
Ipol,"Poliomyelitis Vaccine, Killed",1,2019,238295.38,4406,4463,4109,54.09,53.39,57.99,0,,
Ipratropium Bromide*,Ipratropium Bromide,12,2019,56292469.62,45395356,1338388,552025,1.53,42.06,101.97,0,,
Ipratropium-Albuterol,Ipratropium/Albuterol Sulfate,7,2019,22053472.02,114731965,968780,303104,0.19,22.76,72.76,0,,
Irbesartan,Irbesartan,10,2019,75680518.49,156706339,2299252,618556,0.48,32.92,122.35,0,,
Irbesartan-Hydrochlorothiazide,Irbesartan/Hydrochlorothiazide,7,2019,22367920.93,41932822,633969,170964,0.53,35.28,130.83,0,,
Iressa,Gefitinib,1,2019,14729640.89,54776,1899,296,268.91,7756.52,49762.3,0,,
Irinotecan HCl,Irinotecan HCl,11,2019,320892.39,25649,1007,262,13.11,318.66,1224.78,0,,
Isentress,Raltegravir Potassium,1,2019,214429806.5,8203799,129733,16028,26.21,1652.85,13378.45,0,,
Isentress Hd,Raltegravir Potassium,1,2019,28757458.81,1097753,17849,2206,26.2,1611.15,13036.02,0,,
Isibloom,Desogestrel-Ethinyl Estradiol,1,2019,161675.03,261415,4976,1240,0.62,32.49,130.38,0,,
Isoniazid,Isoniazid,4,2019,475245.22,2042557,49753,15937,0.23,9.55,29.82,0,,
Isopto Atropine,Atropine Sulfate,1,2019,1083130.29,103774,19402,13722,10.44,55.83,78.93,0,,
Isopto Carpine,Pilocarpine HCl,1,2019,64505.3,9595,589,320,6.72,109.52,201.58,0,,
Isordil,Isosorbide Dinitrate,1,2019,2997595.26,161290,1679,540,18.59,1785.35,5551.1,0,,
Isosorbide Dinitrate,Isosorbide Dinitrate,12,2019,41692233.39,61485582,598213,136177,0.69,69.69,306.16,0,,
Isosorbide Mononitrate,Isosorbide Mononitrate,2,2019,3305272.02,14673774,187135,38964,0.23,17.66,84.83,0,,
Isosorbide Mononitrate ER,Isosorbide Mononitrate,8,2019,98167731.22,323851073,5155288,1147401,0.3,19.04,85.56,0,,
Isotretinoin,Isotretinoin,5,2019,77847.61,13480,322,214,5.67,241.76,363.77,0,,
Isradipine,Isradipine,3,2019,1571782.24,1534214,13157,3223,1.03,119.46,487.68,0,,
Istalol,Timolol Maleate,1,2019,3956634.05,57926,10614,2944,68.3,372.78,1343.97,0,,
Itraconazole,Itraconazole,11,2019,10929956.6,4178225,33204,11697,3.22,329.18,934.42,0,,
Ixiaro,Japanese Encephalitis Vacc/PF,1,2019,302034.11,569,983,610,531.28,307.26,495.14,0,,
Jadenu,Deferasirox,1,2019,190954490.4,1259918,16408,2948,148.5,11637.89,64774.25,0,,
Jadenu Sprinkle,Deferasirox,1,2019,4200134.19,29083,421,102,146.7,9976.57,41177.79,0,,
Jakafi,Ruxolitinib Phosphate,1,2019,1124858035,4930664,85335,10522,228.14,13181.67,106905.34,0,,
Jalyn,Dutasteride/Tamsulosin HCl,1,2019,1275254.01,199482,4005,819,6.39,318.42,1557.09,0,,
Jantoven,Warfarin Sodium,1,2019,8166438.88,48925289,750716,153670,0.17,10.88,53.14,0,,
Janumet,Sitagliptin Phos/Metformin HCl,1,2019,742597668.8,99054259,1017947,203337,7.5,729.51,3652.05,0,,
Janumet XR,Sitagliptin Phos/Metformin HCl,1,2019,323319826.5,34628013,456099,97497,10.19,708.88,3316.2,0,,
Januvia,Sitagliptin Phosphate,1,2019,3535674312,235539030,4757046,938040,15.01,743.25,3769.21,0,,
Jardiance,Empagliflozin,1,2019,1447618562,88255072,1812087,421682,16.4,798.87,3432.96,0,,
Jencycla,Norethindrone,1,2019,27779.71,79035,1849,558,0.35,15.02,49.78,0,,
Jentadueto,Linagliptin/Metformin HCl,1,2019,90318434.68,12362851,139214,25107,7.31,648.77,3597.34,0,,
Jentadueto XR,Linagliptin/Metformin HCl,1,2019,18286359.97,1866925,27064,5977,10.8,675.67,3059.45,0,,
Jevtana,Cabazitaxel,1,2019,3628884.83,487,312,64,7459.17,11631.04,56701.33,0,,
Jinteli,Norethindrone Ac-Eth Estradiol,1,2019,507286.1,266687,5211,1392,1.9,97.35,364.43,0,,
Jolessa,Levonorgestrel/Ethin.Estradiol,1,2019,97540.92,108362,1183,519,0.9,82.45,187.94,0,,
Jublia,Efinaconazole,1,2019,40212792.05,278143,43189,17258,144.58,931.09,2330.1,0,,
Juleber,Desogestrel-Ethinyl Estradiol,1,2019,51392.87,89635,1957,420,0.57,26.26,122.36,0,,
Juluca,Dolutegravir/Rilpivirine,1,2019,178773501.8,1941571,61751,7678,92.08,2895.07,23283.86,0,,
Junel,Norethindrone Ac-Eth Estradiol,1,2019,393620.4,466701,12428,2699,0.84,31.67,145.84,0,,
Junel Fe,Norethindrone-E.Estradiol-Iron,1,2019,904681.54,1532563,30321,7486,0.59,29.84,120.85,0,,
Junel Fe 24,Norethindrone-E.Estradiol-Iron,1,2019,174042.12,106372,2195,656,1.64,79.29,265.31,0,,
Juxtapid,Lomitapide Mesylate,1,2019,10588912.13,7058,221,21,1500.05,47913.63,504233.91,0,,
Jynarque,Tolvaptan,1,2019,24946951.26,97944,1771,274,254.71,14086.36,91047.27,0,,
K-Phos No.2,"Sod Phos,M-B/K Phos,Monob",1,2019,26943.45,27955,314,99,0.96,85.81,272.16,0,,
K-Phos Original,"Potassium Phosphate,Monobasic",1,2019,112667.69,221095,2472,742,0.51,45.58,151.84,0,,
K-Tab ER,Potassium Chloride,1,2019,7508710.19,37822852,232718,81564,0.2,32.27,92.06,0,,
Kadcyla,Ado-Trastuzumab Emtansine,1,2019,2671451.94,741,341,52,3747.55,7834.17,51374.08,0,,
Kaitlib Fe,Noreth-Ethinyl Estradiol/Iron,1,2019,28173.8,11592,232,52,2.43,121.44,541.8,0,,
Kalbitor,Ecallantide,1,2019,17546169.83,3526,323,57,4976.23,54322.51,307827.54,0,,
Kaletra,Lopinavir/Ritonavir,1,2019,19841104.41,2281882,18069,2299,8.72,1098.07,8630.32,0,,
Kalydeco,IVacaftor,1,2019,58408152.67,132454,2362,281,440.97,24728.26,207858.19,0,,
Kapspargo Sprinkle,Metoprolol Succinate,1,2019,583464.52,353798,11996,5179,1.65,48.64,112.66,0,,
Kapvay,Clonidine HCl,1,2019,67865.47,9657,98,25,7.03,692.5,2714.62,0,,
Kariva,Desog-E.Estradiol/E.Estradiol,1,2019,132286.29,120908,2441,535,1.09,54.19,247.26,0,,
Katerzia,Amlodipine Benzoate,1,2019,129834.6,37097,180,101,3.5,721.3,1285.49,0,,
Kazano,Alogliptin Benz/Metformin HCl,1,2019,310883.24,49647,618,146,6.26,503.05,2129.34,0,,
Kelnor 1-35,Ethynodiol D-Ethinyl Estradiol,1,2019,105834.88,155097,3181,589,0.68,33.27,179.69,0,,
Kelnor 1-50,Ethynodiol D-Ethinyl Estradiol,1,2019,43497.84,51800,1007,178,0.84,43.2,244.37,0,,
Kenalog-10,Triamcinolone Acetonide,1,2019,10633.4,7958,502,360,1.34,21.18,29.54,1,,
Kenalog-40,Triamcinolone Acetonide,1,2019,153501.89,74800,8133,6573,2.05,18.87,23.35,0,,
Kenalog-80,Triamcinolone Acetonide,1,2019,1762.11,86,34,31,20.49,51.83,56.84,1,,
Keppra XR,Levetiracetam,1,2019,25499659.55,3097380,20342,3168,8.43,1253.55,8049.13,0,,
Keppra*,Levetiracetam,1,2019,77667073.62,9978941,56097,7665,10,1384.51,10132.69,0,,
Kerydin,Tavaborole,1,2019,8385740.45,56265,5123,2239,149.04,1636.88,3745.31,0,,
Ketoconazole*,Ketoconazole,13,2019,98341255.26,223932663,2483780,1341119,0.6,39.59,73.33,0,,
Ketoprofen,Ketoprofen,4,2019,2569873.43,364316,2979,1901,6.75,862.66,1351.85,0,,
Ketorolac Tromethamine*,Ketorolac Tromethamine,21,2019,32028032.32,9035751,1255878,757748,4.14,25.5,42.27,0,,
Keveyis,Dichlorphenamide,2,2019,7928190.78,42736,571,72,185.52,13884.75,110113.76,0,,
Kevzara,Sarilumab,1,2019,45739165.17,30444,12500,2432,1502.45,3659.13,18807.22,0,,
Keytruda,Pembrolizumab,1,2019,42645823.08,34778,4347,792,1226.23,9810.4,53845.74,0,,
Kineret,Anakinra,1,2019,17275786.18,77172,3562,580,223.86,4850.02,29785.84,0,,
Kinrix,"Diph,Pertus(Acel),Tet,Polio/PF",1,2019,5565.88,45,79,58,125.07,70.45,95.96,0,,
Kisqali,Ribociclib Succinate,1,2019,91963508.3,426900,7989,1487,219.99,11511.27,61845,0,,
Kisqali Femara Co-Pack,Ribociclib Succinate/Letrozole,1,2019,21565204.45,153836,1835,330,139.51,11752.16,65349.1,0,,
Klonopin,Clonazepam,2,2019,4346979.48,1502748,18573,3059,2.9,234.05,1421.05,0,,
Klor-Con,Potassium Chloride,1,2019,16241975.32,2534754,45795,20369,6.41,354.67,797.39,0,,
Klor-Con 10,Potassium Chloride,2,2019,8952605.2,27765216,360725,138065,0.32,24.82,64.84,0,,
Klor-Con 8,Potassium Chloride,1,2019,459929.17,1250472,10666,15810,0.37,43.12,29.09,0,,
Klor-Con M10,Potassium Chloride,1,2019,2462355.37,8597194,83322,137751,0.29,29.55,17.88,0,,
Klor-Con M15,Potassium Chloride,1,2019,164997.79,204474,2094,3051,0.81,78.8,54.08,0,,
Klor-Con M20,Potassium Chloride,1,2019,6168641.28,19020098,180393,377799,0.32,34.2,16.33,0,,
Klor-Con-Ef,Potassium Bicarbonate/Cit Ac,1,2019,38999.03,80290,834,1722,0.49,46.76,22.65,0,,
Kombiglyze XR,Saxagliptin HCl/Metformin HCl,1,2019,55583327.07,6032869,80163,15296,10.22,693.38,3633.85,0,,
Korlym,Mifepristone,1,2019,132392600.7,271118,4915,770,488.32,26936.44,171938.44,0,,
Krintafel,Tafenoquine Succinate,1,2019,945.44,48,16,14,19.7,59.09,67.53,1,,
Kristalose,Lactulose,1,2019,4143724.94,531647,8466,3497,7.78,489.45,1184.94,0,,
Krystexxa,PEGloticase,1,2019,33323560.87,1477,868,200,22561.65,38391.2,166617.8,0,,
Kurvelo,Levonorgestrel/Ethin.Estradiol,1,2019,95429.21,192920,3444,903,0.49,27.71,105.68,0,,
Kuvan,Sapropterin Dihydrochloride,1,2019,29684297.95,377433,2249,184,117.01,13198.89,161327.71,0,,
Kyleena,Levonorgestrel,1,2019,46103.2,47,47,47,980.92,980.92,980.92,0,,
Kyprolis,Carfilzomib,1,2019,6777450.35,4475,565,112,1913.2,11995.49,60512.95,0,,
Labetalol HCl*,Labetalol HCl,16,2019,61106285.91,146945081,1140793,255002,0.41,53.56,239.63,0,,
Lacrisert,Hydroxypropyl Cellulose,1,2019,2929217.98,351720,3686,1022,8.33,794.69,2866.16,0,,
Lactated Ringers*,"Ringer'S Solution,Lactated",3,2019,279592.23,67303399,9882,2182,0,28.29,128.14,0,,
Lactulose,Lactulose,8,2019,37459597.27,1581801412,1596876,475208,0.04,23.46,78.83,0,,
Lamictal,Lamotrigine,1,2019,101657033.7,6472170,60045,7006,15.94,1693.01,14510,0,,
Lamictal (Orange),Lamotrigine,1,2019,39444.67,3087,63,62,12.78,626.11,636.2,0,,
Lamictal ODT,Lamotrigine,1,2019,3445162.07,270836,2786,338,13.03,1236.6,10192.79,0,,
Lamictal XR,Lamotrigine,1,2019,45595773.59,1686582,20086,2244,27.9,2270.03,20318.97,0,,
Lamictal XR (Orange),Lamotrigine,1,2019,16499.87,1015,29,28,16.26,568.96,589.28,1,,
Lamivudine,Lamivudine,11,2019,6681491.53,3328078,48957,7200,3.16,136.48,927.98,0,,
Lamivudine Hbv,Lamivudine,3,2019,5223573.91,764571,21103,3489,6.84,247.53,1497.16,0,,
Lamivudine-Zidovudine,Lamivudine/Zidovudine,5,2019,5029283.78,1206849,16246,2356,4.17,309.57,2134.67,0,,
Lamotrigine,Lamotrigine,16,2019,53446345.71,304169620,3709399,549655,0.18,14.41,97.24,0,,
Lamotrigine (Blue),Lamotrigine,1,2019,20477.42,1607,44,41,12.74,465.4,499.45,0,,
Lamotrigine (Green),Lamotrigine,1,2019,55781.57,4998,51,47,11.16,1093.76,1186.84,0,,
Lamotrigine (Orange),Lamotrigine,1,2019,156860.47,14446,294,291,10.86,533.54,539.04,0,,
Lamotrigine ER,Lamotrigine,8,2019,50587067.39,7049799,101908,16523,7.42,496.4,3061.62,0,,
Lamotrigine ODT,Lamotrigine,5,2019,6925374.86,1050150,13236,3106,6.67,523.22,2229.68,0,,
Lanoxin,Digoxin,1,2019,3841800.31,313783,6397,1517,12.25,600.56,2532.5,0,,
Lansoprazol-Amoxicil-Clarithro,Lansoprazole/Amoxiciln/Clarith,1,2019,1217204.28,343937,3079,3256,3.54,395.32,373.83,0,,
Lansoprazole,Lansoprazole,16,2019,50197938.86,54999169,864763,263443,1.06,58.05,190.55,0,,
Lanthanum Carbonate,Lanthanum Carbonate,4,2019,46253275.58,5270970,33008,9577,8.78,1401.27,4829.62,0,,
Lantus,"Insulin Glargine,Hum.Rec.Anlog",1,2019,1158800855,40991724,2050972,421970,28.27,565,2746.17,0,,
Lantus Solostar,"Insulin Glargine,Hum.Rec.Anlog",1,2019,2495607646,88116548,4421942,965444,28.32,564.37,2584.93,0,,
Larin,Norethindrone Ac-Eth Estradiol,1,2019,92848.02,120981,3421,759,0.76,27.14,122.33,0,,
Larin 24 Fe,Norethindrone-E.Estradiol-Iron,1,2019,33198.91,22736,558,149,1.46,59.5,222.81,0,,
Larin Fe,Norethindrone-E.Estradiol-Iron,1,2019,172936.74,298170,7132,1590,0.58,24.25,108.77,0,,
Larissia,Levonorgestrel/Ethin.Estradiol,1,2019,96085.21,173688,3410,956,0.55,28.18,100.51,0,,
Lasix,Furosemide,1,2019,1092037.66,1092131,14209,3987,1,76.86,273.9,0,,
Lastacaft,Alcaftadine,1,2019,3167331.8,40940,11665,4198,77.37,271.52,754.49,0,,
Latanoprost,Latanoprost,6,2019,175791730.6,39865204,9367117,1970389,4.43,18.77,89.22,0,,
Latuda,Lurasidone HCl,1,2019,1207481879,27117580,856168,114403,44.66,1410.33,10554.63,0,,
Layolis Fe,Noreth-Ethinyl Estradiol/Iron,1,2019,34455.95,12516,248,57,2.75,138.94,604.49,0,,
Ledipasvir-Sofosbuvir,Ledipasvir/Sofosbuvir,1,2019,25843413.87,59936,2086,959,431.18,12388.98,26948.29,0,,
Leena,Norethindrone-Ethin. Estradiol,1,2019,8407.3,5852,129,26,1.44,65.17,323.36,0,,
Leflunomide,Leflunomide,9,2019,85422112.52,25360454,490700,110000,3.37,174.08,776.56,0,,
Lemtrada,Alemtuzumab,1,2019,3502454.05,178,45,41,19721.03,77832.31,85425.71,0,,
Lenvima,Lenvatinib Mesylate,1,2019,272480628.4,936705,14752,3974,341.35,18470.76,68565.84,0,,
Lescol XL,Fluvastatin Sodium,1,2019,1574146.5,149884,2570,545,10.5,612.51,2888.34,0,,
